condition,trial,bearing_std_deg,actuation_relative_std,status,stopped,final_below_1cm,joint_success_1cm,final_below_10cm,first_1cm_slot,first_1cm_tx,sustained_1cm_from_slot,max_position_error_m,rms_position_error_m,last28_mean_max_error_m,measurement_slots,transmitter_uses,movement_m,failed_local_fits,seconds
bearing_0.01deg,91,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.11091660627475834,0.050950397994980676,0.07286624998037701,560,2240,473.7954561907122,0,13.296987208006612
bearing_0.01deg,92,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.049301804855556554,0.02681413220646828,0.10715184996077952,560,2240,530.4308609224908,0,12.188451166999585
bearing_0.01deg,93,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.051042532507289,0.02687675209662574,0.04826139381855582,560,2240,796.8895981566266,0,12.457773834001273
bearing_0.01deg,94,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06347133733320333,0.04134214822956412,0.05727697751524978,560,2240,541.6642399603467,0,12.190687500005879
bearing_0.01deg,95,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.11505769849890797,0.050654665249888306,0.0726534814002093,560,2240,403.1450706817806,0,12.03250929099886
bearing_0.01deg,96,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.05835211897075108,0.03801121665653401,0.09732745573457706,560,2240,697.2255881079627,0,11.973714290994394
bearing_0.01deg,97,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.0669093261760046,0.03637883256764396,0.0657243811232209,560,2240,282.4954723702278,0,11.765715542001999
bearing_0.01deg,98,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06949907825364363,0.03775883051089604,0.05991271337660827,560,2240,507.18607950303146,0,12.291778874998272
bearing_0.01deg,99,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.07643379250408405,0.04336738319613471,0.06657815520711978,560,2240,281.97655983127174,0,12.119566624998697
bearing_0.1deg,-1,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.7929253182714971,0.3946941155974618,0.6375747726358119,560,2240,1171.7109677541225,0,15.523709749999398
bearing_0.1deg,0,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.605196194355542,0.3768182065870166,0.7787633133859657,560,2240,1096.9218968922494,0,16.24992320799356
bearing_0.1deg,1,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.564853157950943,0.3013444554638042,0.6552227216678271,560,2240,1478.159430288022,0,22.00868795799761
bearing_0.1deg,2,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.429042886945561,0.7467241920012474,0.6739865280204198,560,2240,1408.3719302156933,0,22.07667641700391
bearing_0.1deg,3,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.0324858102310717,0.480106518388069,0.6064820744789946,560,2240,1228.503783429965,0,27.603991416995996
bearing_0.1deg,4,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.8639866485582134,0.44801008778120466,0.7814136092936403,560,2240,1332.835566817687,0,27.20723129199905
bearing_0.1deg,5,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.8300052172669514,0.3628013432563963,0.6708349234982605,560,2240,1496.7967647428645,0,21.60767520799709
bearing_0.1deg,6,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.0472152220795694,0.49968477545877005,0.6826359935326727,560,2240,1354.9754534130489,0,21.356831791999866
bearing_0.1deg,7,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.681243830082603,0.38206513397319225,0.7102433821097561,560,2240,1143.2939864137345,0,17.924978832998022
bearing_0.1deg,8,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6775944666824949,0.37534595638919305,0.6915463480681124,560,2240,1529.8095471416061,0,18.734935500004212
bearing_0.1deg,9,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.70156126318606,0.40492273106599364,0.6095961648197188,560,2240,1545.4567827703556,0,19.02566954199574
bearing_0.1deg,10,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.42579803527691584,0.3117326397241822,0.709933210840299,560,2240,1187.260950635052,0,18.78564754200488
bearing_0.1deg,11,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.9994274072419892,0.4410757443506921,0.8720567673986392,560,2240,1303.4672378780704,0,20.882436332998623
bearing_0.1deg,12,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.4181399221732314,0.28037439109166934,0.708286112008915,560,2240,1423.8403666659617,0,20.691886166001495
bearing_0.1deg,13,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.37053850779506475,0.21995038659918537,0.6386717632272855,560,2240,1066.7889849191415,0,19.861015374997805
bearing_0.1deg,14,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.38389812757500824,0.25760824343067684,0.6486212054902942,560,2240,1178.443828731569,0,19.849855042004492
bearing_0.1deg,15,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.2819484324546846,0.672926885029044,0.8676889607786525,560,2240,1179.0690371327846,0,21.125704207996023
bearing_0.1deg,16,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.5670138254307027,0.3539559159287381,0.6914322408171575,560,2240,1426.823350582805,0,21.948115042003337
bearing_0.1deg,17,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6353004901251317,0.3669633469185751,0.9507237776134998,560,2240,1209.5124747880218,0,21.915922499996668
bearing_0.1deg,18,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.0770184106322136,0.484976668652037,0.7273540273328464,560,2240,1151.291745852813,0,21.772715334001987
bearing_0.1deg,19,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.7961323026132495,0.4085581089529327,0.5561345097441512,560,2240,1416.2310539478915,0,22.174159499998495
bearing_0.1deg,20,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.0134794858615948,0.4786467791056203,0.6413102454277733,560,2240,1259.2217835912038,0,23.87769866600138
bearing_0.1deg,21,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.0103104916731194,0.5714817414700579,0.8304293459078801,560,2240,1542.1384730060652,0,24.164880791999167
bearing_0.1deg,22,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.4736312018834641,0.3007428785277211,0.570171016779482,560,2240,1044.4141860212471,0,23.51047862500127
bearing_0.1deg,23,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.4332713947222953,0.7431276682900707,1.0774691076399368,560,2240,1640.7857072454333,0,27.832305625001027
bearing_0.1deg,24,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.4058334660400199,0.23282113690847014,0.8084516813836817,560,2240,1243.444764080543,0,25.368236958005582
bearing_0.1deg,25,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.7320844567564564,0.44085678060064504,0.7601411617933695,560,2240,1192.6820412703896,0,25.308791417002794
bearing_0.1deg,26,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.4380459182943644,0.24488026517589342,0.5866662298476608,560,2240,1031.005721010882,0,25.039560833996802
bearing_0.1deg,27,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.7812670957158656,0.3852511515689433,0.8109696925528895,560,2240,1557.8157741183363,0,25.754835874999117
bearing_0.1deg,28,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.8226559534284484,0.44712941963742003,0.5960627323707804,560,2240,1192.3667204054493,0,26.094896124996012
bearing_0.1deg,29,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.7150190646710964,0.45408117386765356,0.6255562118111246,560,2240,1263.7686292231579,0,25.053739458002383
bearing_0.1deg,30,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.1285778746762039,0.5311147656838915,0.6313876703700521,560,2240,1332.3127986770917,0,25.0273715000003
bearing_0.1deg,31,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.8140244365125667,0.3786598218439595,0.6529065375492394,560,2240,1197.2712561775338,0,29.02447658299934
bearing_0.1deg,32,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6509836647326758,0.41565626853015625,0.9916384500925828,560,2240,1447.986638284983,0,30.56518050000159
bearing_0.1deg,33,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.3034169070150334,0.5719048723554313,0.5572033002339251,560,2240,1611.4316131633364,0,30.4066277919992
bearing_0.1deg,34,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.5354614977089363,0.23150371028481698,0.7303750272224373,560,2240,1152.217327224659,0,29.921789832995273
bearing_0.1deg,35,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.7083196939007862,0.40251170580639617,0.6214979368612891,560,2240,1214.2165339725987,0,30.99013145799836
bearing_0.1deg,36,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.3851262089065342,0.854958804648586,0.6023370365950075,560,2240,1301.8120768816125,0,30.37507750000077
bearing_0.1deg,37,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.77601433260636,0.45756159661562495,0.636200834244307,560,2240,1618.821734885799,0,29.893187458001194
bearing_0.1deg,38,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6957020834581414,0.4029195690916955,0.7506203970885503,560,2240,1697.7688835030744,0,30.026898750002147
bearing_0.1deg,39,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.1913306629134615,0.5133719559345374,0.8285235605599455,560,2240,1506.250941985783,0,32.214535375002015
bearing_0.1deg,40,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.1700898158186466,0.7427240870383709,0.6479469699582806,560,2240,1438.080253759895,0,31.823439790998236
bearing_0.1deg,41,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.0631809509783934,0.6059562790146656,0.5795370150328364,560,2240,1054.9573297539448,0,30.73205470900575
bearing_0.1deg,42,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6663969987422986,0.4228030044322371,0.6939680145725744,560,2240,1637.056854595755,0,31.230656125000678
bearing_0.1deg,43,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.8497719504730556,0.4570340800709991,1.0212853864417772,560,2240,1055.676812036641,0,38.59320737500093
bearing_0.1deg,44,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.5938381892334879,0.30790977850863777,0.7875429219137192,560,2240,1414.8040706930333,0,38.95299549999618
bearing_0.1deg,45,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.4285723633643985,0.8698194960582791,0.7395825012447111,560,2240,1134.6470902960052,0,40.30886174999614
bearing_0.1deg,46,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.8593337182358157,0.500766376030158,0.6334595935974672,560,2240,1639.8099711844973,0,40.111806416003674
bearing_0.1deg,47,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.8892876114022952,0.618596643239993,0.8095562425866074,560,2240,1569.927364657898,0,24.513806458002364
bearing_0.1deg,48,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.936541024380252,0.44212774567849056,0.595209386170246,560,2240,1441.4019420651066,0,22.734561042001587
bearing_0.1deg,49,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.242745699613969,0.5716113952855889,0.6692535677573205,560,2240,1594.8945414233613,0,21.665467708000506
bearing_0.1deg,50,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.5799409343948733,0.3211207365739212,0.7634924599352243,560,2240,1527.2526468250862,0,21.346373374995892
bearing_0.1deg,51,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.7237526875972233,0.3741779361612811,0.7843513619897201,560,2240,1133.919969762868,0,13.936832999999751
bearing_0.1deg,52,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.4377869476222081,0.2617313108748846,0.6671191199455139,560,2240,1204.2452516802364,0,14.033367374999216
bearing_0.1deg,53,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.897628844512953,0.45132772589266107,0.5219450208953488,560,2240,1184.7911803538766,0,13.895153416997346
bearing_0.1deg,54,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.3543552031071489,0.7351789240177231,0.7202100491280466,560,2240,1195.2665668030622,0,14.1950306669969
bearing_0.1deg,55,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.110546763012987,0.546079512613373,0.5995427727818221,560,2240,1317.0301746927462,0,13.890631750000466
bearing_0.1deg,56,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.0199915111084303,0.5538119870421975,0.7289825672520437,560,2240,1362.4221261000937,0,13.99474249999912
bearing_0.1deg,57,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.8776724237944127,0.4755484117422898,0.674153900258012,560,2240,1107.531585707214,0,13.721925124998961
bearing_0.1deg,58,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.2032494421398117,0.7443762345820941,0.6989069722133844,560,2240,1114.1166573866794,0,13.92830558300193
bearing_0.1deg,59,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6882166998686602,0.3709270321063559,0.9040157958544139,560,2240,1191.0081647883476,0,14.687224542001786
bearing_0.1deg,60,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.8542878326686745,0.3972327505871445,0.6164485573094068,560,2240,1613.3621145832499,0,14.972796625006595
bearing_0.1deg,61,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6080298983975461,0.40377142448565057,0.6534893972575976,560,2240,1108.6060966814523,0,14.582254750006541
bearing_0.1deg,62,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.8318070163676392,0.4626997270976327,0.6944089475786915,560,2240,1614.6912512069975,0,14.951832624996314
bearing_0.1deg,63,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.5100863682029462,0.2726768461661426,0.6442267186231574,560,2240,1558.2921906019449,0,14.343755291003617
bearing_0.1deg,64,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.7745311045965825,0.3733524144235614,0.6721105952803264,560,2240,1669.472428282576,0,14.42629954199947
bearing_0.1deg,65,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.0671632991025946,0.49930921017592017,0.5742132250923736,560,2240,1443.179613670444,0,14.513473917002557
bearing_0.1deg,66,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.4735994207123404,0.32687524357742753,0.9522727633431387,560,2240,1229.9471279719248,0,14.425919375004014
bearing_0.1deg,67,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.42792400546832915,0.2530884536525279,0.7514653913405807,560,2240,1439.9372975688912,0,14.78354441600095
bearing_0.1deg,68,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6327996737483699,0.3120222755860797,0.6509044943387269,560,2240,1219.459775893203,0,14.59763849999581
bearing_0.1deg,69,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6196940871558879,0.3397203204523317,0.5632988416536127,560,2240,1536.3044724474487,0,14.916035832997295
bearing_0.1deg,70,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.7243148958955794,0.40527319871141493,0.6039799006418963,560,2240,1369.254691062992,0,14.84984783300024
bearing_0.1deg,71,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6843875564430998,0.37653389615441546,0.5737611151883052,560,2240,1609.1864953543175,0,17.716872041004535
bearing_0.1deg,72,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.7972755497551691,0.5090154042386039,0.6757093458123281,560,2240,1584.13691734009,0,17.654744250001386
bearing_0.1deg,73,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6191875290704493,0.3438584804881714,0.6749269966520858,560,2240,1206.3675943076291,0,17.696050292004657
bearing_0.1deg,74,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.8730432482770584,0.4413805562603772,0.6031407828690618,560,2240,1444.2595698215976,0,18.25895470899559
bearing_0.1deg,75,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6831018573930235,0.44772351299085933,0.8086601802555681,560,2240,1092.51505454421,0,15.846672291998402
bearing_0.1deg,76,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6202631823020176,0.31620958985053416,0.6987735917080892,560,2240,1107.7399033203453,0,15.602312333001464
bearing_0.1deg,77,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.3584595185435378,0.22188307951814767,0.6573538859875075,560,2240,1177.593797218524,0,15.642968291002035
bearing_0.1deg,78,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.5787801607473164,0.3527221478243131,0.7677572488959719,560,2240,1195.5339778693237,0,15.394679500001075
bearing_0.1deg,79,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.5429592152435371,0.3601015949534822,0.7131819418423676,560,2240,1535.7421619171644,0,14.644018790997507
bearing_0.1deg,80,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.9530591040466296,0.5328545950393145,0.7797009697674093,560,2240,1371.4648298220868,0,14.489836499997182
bearing_0.1deg,81,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6681961622712393,0.34700094891977207,0.8082376007885276,560,2240,1233.6578832478274,0,14.552271207998274
bearing_0.1deg,82,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6511507523590195,0.40858141107927254,0.6462209892703454,560,2240,1174.207641042424,0,14.531917665997753
bearing_0.1deg,83,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.5449937441833164,0.7025828168081085,0.9487780708219958,560,2240,1233.9799779331306,0,14.315291416001855
bearing_0.1deg,84,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.5745966141209171,0.4150698189371839,1.2468640536553026,560,2240,1303.3637078215268,0,14.293988332996378
bearing_0.1deg,85,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.5179524273216218,0.30183183560714444,0.7567473932649952,560,2240,1389.067295393317,0,14.469821958002285
bearing_0.1deg,86,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.49448537062101394,0.2584001058554209,0.5969904096125579,560,2240,1460.9609509404008,0,14.524071583997284
bearing_0.1deg,87,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.8892262542383059,0.5831771036300232,0.6800466873044853,560,2240,1648.8744423512062,0,14.469555999996373
bearing_0.1deg,88,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.7693168993478702,0.43666740682578975,0.6499058697110056,560,2240,1144.3395508920582,0,14.223953916000028
bearing_0.1deg,89,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6515141185633563,0.37424962633306996,0.7274737382045282,560,2240,1206.7889629071447,0,14.374737040998298
bearing_0.1deg,90,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.083449076299996,0.5135672093173376,0.5957519077410364,560,2240,1541.2806908035109,0,14.585648375003075
bearing_0.1deg,91,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.112675534169101,0.5120385432875385,0.7313765396698064,560,2240,1327.1168030964056,0,14.187156249994587
bearing_0.1deg,92,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.4833892680318026,0.26565312868735214,1.0651631426306412,560,2240,1351.098331620833,0,14.272298166004475
bearing_0.1deg,93,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.510770954975371,0.2687919048839713,0.48238162138249957,560,2240,1594.035953439863,0,14.50663912500022
bearing_0.1deg,94,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6377262665350624,0.4144677800999158,0.5728405453929751,560,2240,1347.9288956733474,0,14.32410104200244
bearing_0.1deg,95,0.1,0.0,max_epochs_reached,False,False,False,False,,,,1.143069077740314,0.5041861008736859,0.7261035295904332,560,2240,1252.0840145328443,0,14.049444625001343
bearing_0.1deg,96,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.5783009345976255,0.3786724992488052,0.9691502223021435,560,2240,1524.6667632171361,0,14.265840416999708
bearing_0.1deg,97,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6685559293129162,0.36429798432380567,0.6563083489795905,560,2240,1126.8397847699248,0,14.158944750000956
bearing_0.1deg,98,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.6920796889126097,0.37638141253488516,0.5981118465244363,560,2240,1360.8742747871347,0,14.328621125001519
bearing_0.1deg,99,0.1,0.0,max_epochs_reached,False,False,False,False,,,,0.7609020653608753,0.43708379845702355,0.665568870063245,560,2240,1114.358782160444,0,13.93796687500435
actuation_1pct,-1,0.0,0.01,quiet_full_cycle,True,True,True,True,92,368,92,5.877728796175774e-05,3.0463962870828293e-05,5.8777287961757754e-05,196,784,253.67964348440196,0,3.8997993750017486
actuation_1pct,0,0.0,0.01,quiet_full_cycle,True,True,True,True,76,304,79,7.201807804052467e-05,4.0299495781618384e-05,7.201807804052467e-05,168,672,92.17548720031384,0,3.311264374999155
actuation_1pct,1,0.0,0.01,quiet_full_cycle,True,True,True,True,98,392,98,9.468398230161594e-05,6.243252280638205e-05,9.468398230161593e-05,196,784,588.381381026089,0,4.155044167004235
actuation_1pct,2,0.0,0.01,quiet_full_cycle,True,True,True,True,93,372,93,7.038472826402318e-05,4.017876094184516e-05,7.038472826402318e-05,196,784,569.5867375573673,0,4.078620708998642
actuation_1pct,3,0.0,0.01,quiet_full_cycle,True,True,True,True,104,416,104,4.836587731225242e-05,3.084891310176248e-05,4.836587731225243e-05,196,784,320.9467016618449,0,4.059341500003939
actuation_1pct,4,0.0,0.01,quiet_full_cycle,True,True,True,True,104,416,104,5.6476010362628e-05,3.3817574594612855e-05,5.6476010362628005e-05,196,784,428.94629541265067,0,4.122799416996713
actuation_1pct,5,0.0,0.01,quiet_full_cycle,True,True,True,True,114,456,114,4.972691517209213e-05,3.391864721854916e-05,4.972691517209213e-05,224,896,643.813473317386,0,4.777295749998302
actuation_1pct,6,0.0,0.01,quiet_full_cycle,True,True,True,True,107,428,107,6.655272313539527e-05,4.0833459081521015e-05,6.655272313539527e-05,224,896,455.52233609993164,0,4.6354014159951475
actuation_1pct,7,0.0,0.01,quiet_full_cycle,True,True,True,True,92,368,92,5.697623675771597e-05,2.936752802097248e-05,5.6976236757715956e-05,196,784,184.4148518347916,0,3.943394875001104
actuation_1pct,8,0.0,0.01,quiet_full_cycle,True,True,True,True,103,412,103,7.197869200892699e-05,4.7082015095226495e-05,7.1978692008927e-05,196,784,627.0379217917553,0,4.135141708000447
actuation_1pct,9,0.0,0.01,quiet_full_cycle,True,True,True,True,120,480,120,5.36650547968028e-05,2.810974311921773e-05,5.366505479680279e-05,224,896,688.8349589972638,0,4.775311582998256
actuation_1pct,10,0.0,0.01,quiet_full_cycle,True,True,True,True,82,328,82,6.16235300760256e-05,3.1026052000906054e-05,6.16235300760256e-05,196,784,230.12981858744507,0,3.797227542003384
actuation_1pct,11,0.0,0.01,quiet_full_cycle,True,True,True,True,103,412,103,8.966138833757547e-05,5.063234494165412e-05,8.96613883375755e-05,196,784,361.1216268082699,0,4.056218457997602
actuation_1pct,12,0.0,0.01,quiet_full_cycle,True,True,True,True,107,428,107,6.495396559948008e-05,3.593217962796964e-05,6.49539655994801e-05,224,896,506.7634296235198,0,4.586529000000155
actuation_1pct,13,0.0,0.01,quiet_full_cycle,True,True,True,True,79,316,79,7.010402469567376e-05,3.618101596337705e-05,7.010402469567376e-05,168,672,150.2096975727166,0,3.3039637499969103
actuation_1pct,14,0.0,0.01,quiet_full_cycle,True,True,True,True,82,328,82,4.573552847060874e-05,2.6176517291305096e-05,4.573552847060874e-05,196,784,306.30501949982,0,3.8970226669989643
actuation_1pct,15,0.0,0.01,quiet_full_cycle,True,True,True,True,79,316,79,6.092359416468407e-05,3.461266961431704e-05,6.092359416468407e-05,168,672,218.9045901900768,0,3.3750160839990713
actuation_1pct,16,0.0,0.01,quiet_full_cycle,True,True,True,True,86,344,86,3.9136165070503395e-05,2.357549209550314e-05,3.9136165070503395e-05,196,784,493.31360210973094,0,3.961630666999554
actuation_1pct,17,0.0,0.01,quiet_full_cycle,True,True,True,True,92,368,92,4.1376797811035346e-05,2.3741882275510047e-05,4.137679781103536e-05,196,784,257.56552735422434,0,3.9003366670003743
actuation_1pct,18,0.0,0.01,quiet_full_cycle,True,True,True,True,98,392,98,8.95718095504968e-05,5.259146427879948e-05,8.957180955049676e-05,196,784,229.98756570531168,0,3.9412539580007433
actuation_1pct,19,0.0,0.01,quiet_full_cycle,True,True,True,True,98,392,98,9.392199562393373e-05,6.198625381571027e-05,9.392199562393374e-05,196,784,535.7510880166923,0,4.101661000000604
actuation_1pct,20,0.0,0.01,quiet_full_cycle,True,True,True,True,76,304,79,5.558372905785885e-05,3.342853682923129e-05,5.5583729057858856e-05,168,672,353.726754508575,0,3.424202916001377
actuation_1pct,21,0.0,0.01,quiet_full_cycle,True,True,True,True,114,456,114,3.838588174355879e-05,2.210623936950241e-05,3.838588174355879e-05,224,896,637.9611827420894,0,4.813881500005664
actuation_1pct,22,0.0,0.01,quiet_full_cycle,True,True,True,True,64,256,64,6.437848564812116e-05,3.355674165289163e-05,6.437848564812118e-05,168,672,76.29501491813609,0,3.1302705419948325
actuation_1pct,23,0.0,0.01,quiet_full_cycle,True,True,True,True,120,480,120,4.3575556170217664e-05,2.4966730751801045e-05,4.357555617021766e-05,224,896,737.286946352167,0,4.918721792004362
actuation_1pct,24,0.0,0.01,quiet_full_cycle,True,True,True,True,86,344,86,4.1043379784639596e-05,2.5291038953576756e-05,4.10433797846396e-05,196,784,337.1842812432763,0,3.9629569590033498
actuation_1pct,25,0.0,0.01,quiet_full_cycle,True,True,True,True,103,412,103,7.99271233066993e-05,4.485482420022501e-05,7.992712330669933e-05,196,784,270.7035538746324,0,4.133147291999194
actuation_1pct,26,0.0,0.01,quiet_full_cycle,True,True,True,True,80,320,80,6.40692917588955e-05,3.063536976277643e-05,6.406929175889548e-05,196,784,137.23970534405686,0,3.768977833002282
actuation_1pct,27,0.0,0.01,quiet_full_cycle,True,True,True,True,92,368,92,6.486350105475553e-05,3.3857688185087805e-05,6.486350105475551e-05,196,784,571.229618596938,0,4.100049917004071
actuation_1pct,28,0.0,0.01,quiet_full_cycle,True,True,True,True,86,344,86,4.1134207514250097e-05,2.6779568222936523e-05,4.1134207514250097e-05,196,784,269.9907085856489,0,3.836201500002062
actuation_1pct,29,0.0,0.01,quiet_full_cycle,True,True,True,True,79,316,79,6.312865159290791e-05,3.618604975929164e-05,6.31286515929079e-05,168,672,318.6364829234944,0,3.485090415997547
actuation_1pct,30,0.0,0.01,quiet_full_cycle,True,True,True,True,75,300,75,4.0649138377985655e-05,2.4679796762348483e-05,4.064913837798567e-05,140,560,406.3129515210956,0,2.9386897500007763
actuation_1pct,31,0.0,0.01,quiet_full_cycle,True,True,True,True,103,412,103,7.001608915351927e-05,4.5729539474770834e-05,7.001608915351927e-05,196,784,285.1893491763567,0,3.9907481250047567
actuation_1pct,32,0.0,0.01,quiet_full_cycle,True,True,True,True,107,428,107,6.88437508649429e-05,3.298226095240481e-05,6.884375086494291e-05,224,896,549.1067490367052,0,4.588681250002992
actuation_1pct,33,0.0,0.01,quiet_full_cycle,True,True,True,True,120,480,120,5.6413078108663814e-05,2.93533021644737e-05,5.6413078108663814e-05,224,896,744.5870336701105,0,4.803668000000471
actuation_1pct,34,0.0,0.01,quiet_full_cycle,True,True,True,True,86,344,86,4.50728612249075e-05,3.289151256383518e-05,4.507286122490751e-05,196,784,232.51937018178657,0,3.848671166000713
actuation_1pct,35,0.0,0.01,quiet_full_cycle,True,True,True,True,76,304,76,5.850109391613286e-05,3.693584206784078e-05,5.850109391613284e-05,168,672,229.1087156226548,0,3.354695375004667
actuation_1pct,36,0.0,0.01,quiet_full_cycle,True,True,True,True,82,328,82,6.944103912612609e-05,3.347360496262955e-05,6.944103912612609e-05,196,784,394.7078888511199,0,3.9087194579988136
actuation_1pct,37,0.0,0.01,quiet_full_cycle,True,True,True,True,120,480,120,6.0590887000596366e-05,3.120430294364454e-05,6.0590887000596366e-05,224,896,741.9663095742426,0,4.804482666004333
