section,method,slot,max_radial_error_m,max_angular_error_deg,gain,input_component,output_component,operator_norm,period_slots,input_drone,input_amplitude_m,largest_cross_output_drone,largest_cross_output_component,signed_cross_output_m,linear_predicted_cross_output_m,center_difference_max_error,selection_changes
trajectory,main,94,0.005449352458157364,0.002261730856615925,,,,,,,,,,,,,
trajectory,main,95,0.004651603556254713,0.0025293802118524084,,,,,,,,,,,,,
trajectory,main,96,0.0034830038586619594,0.003185631131712832,,,,,,,,,,,,,
trajectory,main,97,0.0023892127899074467,0.003185631131712832,,,,,,,,,,,,,
trajectory,main,98,0.0016908988955037785,0.002166701335120519,,,,,,,,,,,,,
trajectory,main,99,0.002116951303833048,0.002144723549833981,,,,,,,,,,,,,
trajectory,main,100,0.002116951303833048,0.002144723549833981,,,,,,,,,,,,,
trajectory,main,101,0.002329976497634334,0.002144723549833981,,,,,,,,,,,,,
trajectory,main,102,0.0024364885893675137,0.0023109106308948205,,,,,,,,,,,,,
trajectory,main,103,0.001410802005054279,0.0015516986276906614,,,,,,,,,,,,,
trajectory,main,104,0.001410802005054279,0.0011720905188693277,,,,,,,,,,,,,
trajectory,main,105,0.0011005739564495798,0.0011744747924506281,,,,,,,,,,,,,
trajectory,main,106,0.0009106954291269176,0.0011744747924506281,,,,,,,,,,,,,
trajectory,main,107,0.0006673263504097804,0.0008152367104577933,,,,,,,,,,,,,
trajectory,main,108,0.0005456420690848063,0.0007030141073183436,,,,,,,,,,,,,
trajectory,main,109,0.0005115531177324328,0.0007030141073183436,,,,,,,,,,,,,
trajectory,main,110,0.00039369057290628007,0.0005492810434376222,,,,,,,,,,,,,
trajectory,main,111,0.00034929597103428023,0.0005492810434376222,,,,,,,,,,,,,
trajectory,main,112,0.00037596764470038124,0.0005492810434376222,,,,,,,,,,,,,
trajectory,main,113,0.00035809283106402745,0.0004981443795594153,,,,,,,,,,,,,
trajectory,main,114,0.0002620534769732785,0.0003169874780865274,,,,,,,,,,,,,
trajectory,main,115,0.00020090213062928797,0.0003169874780865274,,,,,,,,,,,,,
trajectory,main,116,0.00018496808166901246,0.0003169874780865274,,,,,,,,,,,,,
trajectory,main,117,0.00025147867243902056,0.0003169874780865274,,,,,,,,,,,,,
trajectory,main,118,0.00020444724539459003,0.0003169874780865274,,,,,,,,,,,,,
trajectory,main,119,0.00029299771507851347,0.0003169874780865274,,,,,,,,,,,,,
trajectory,main,120,0.0002463402167336426,0.0001726628375883697,,,,,,,,,,,,,
trajectory,main,121,0.00025630720415392716,0.00011794360475384905,,,,,,,,,,,,,
trajectory,main,122,0.00025630720415392716,0.00012157358855424322,,,,,,,,,,,,,
trajectory,main,123,0.00022400931547394975,0.00013105068962859944,,,,,,,,,,,,,
trajectory,main,124,0.00016979329492983197,0.00016468477157782077,,,,,,,,,,,,,
trajectory,main,125,0.00011358342587186598,0.00016468477157782077,,,,,,,,,,,,,
trajectory,main,126,9.55335528658452e-05,0.00011734836140076942,,,,,,,,,,,,,
trajectory,main,127,0.00011888688931094293,0.00011463302581645264,,,,,,,,,,,,,
trajectory,main,128,0.00011888688931094293,0.00011463302581645264,,,,,,,,,,,,,
trajectory,main,129,0.0001305635691153384,0.00011463302581645264,,,,,,,,,,,,,
