gap_deg,transmitters,receiver,true_x_m,true_y_m,estimate_x_m,estimate_y_m,position_error_m,angle_residual_norm_rad,angle_sigma_min_per_m,angle_jacobian_condition_number
40,FY00-FY04-FY05,FY09,86.14777204829525,-71.57207116686621,86.14777204829524,-71.57207116686607,1.4281732235759946e-13,1.2024924957129406e-15,0.001921811107265009,3.0934541798777366
80,FY00-FY04-FY06,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.004468205281232854,1.6346312867266424
80,FY00-FY04-FY06,FY02,74.96229729000632,63.124115716615876,74.9622972900063,63.12411571661573,1.498891543130937e-13,7.021666937153402e-16,0.004699264362131203,2.0916215274021237
80,FY00-FY04-FY06,FY03,19.044201170560154,110.36901015128855,19.04420117056008,110.36901015128858,7.983731028902323e-14,4.440892098500626e-16,0.004848075272902576,3.207009555317513
80,FY00-FY04-FY06,FY05,-92.00770214648452,33.74289178069639,-92.0077021464879,33.74289178069583,3.4284478528532092e-12,1.0296072095506257e-13,0.007837927351287258,4.377039391990737
80,FY00-FY04-FY06,FY07,-52.38886563516721,-90.99674036722632,-52.38886563512415,-90.99674036718709,5.82541416180661e-11,8.792019670725315e-13,0.005013560499020316,3.41082092010071
80,FY00-FY04-FY06,FY08,17.30380046043861,-96.46024305186735,17.303800460438666,-96.46024305186735,5.684341886080802e-14,4.577566798522237e-16,0.004697461422226724,2.0865813699102684
80,FY00-FY04-FY06,FY09,86.14777204829525,-71.57207116686621,86.14777204829521,-71.57207116686614,8.28628102289784e-14,7.021666937153402e-16,0.003975806477685517,1.5354764750951586
120,FY00-FY04-FY07,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.007071067811865474,1.0000000000000009
120,FY00-FY04-FY07,FY02,74.96229729000632,63.124115716615876,74.96229729000628,63.12411571661575,1.3481600519334532e-13,9.485749680535094e-16,0.006171485682766979,1.6403627016803555
120,FY00-FY04-FY07,FY03,19.044201170560154,110.36901015128855,19.04420117056012,110.36901015128855,3.197442310920451e-14,1.3322676295501878e-15,0.005115731962781408,3.2166986773163195
120,FY00-FY04-FY07,FY05,-92.00770214648452,33.74289178069639,-92.00770214648416,33.7428917806978,1.4579291169756601e-12,1.0688167281499563e-14,0.007309531799593367,3.4720072965039277
120,FY00-FY04-FY07,FY06,-105.2722906898315,-38.23277145219291,-105.27229068983148,-38.23277145219293,2.5618982671915014e-14,1.1102230246251565e-16,0.004683616150635894,4.613830032902768
120,FY00-FY04-FY07,FY08,17.30380046043861,-96.46024305186735,17.30380046043865,-96.46024305186734,4.4938668397781776e-14,4.440892098500626e-16,0.005883555098753879,3.348904673103242
120,FY00-FY04-FY07,FY09,86.14777204829525,-71.57207116686621,86.14777204829525,-71.57207116686615,5.684341886080802e-14,1.355199909595506e-15,0.005184054916743897,1.621146672844311
160,FY00-FY04-FY08,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.006845687652806597,1.6346312867266406
160,FY00-FY04-FY08,FY02,74.96229729000632,63.124115716615876,74.96229729000625,63.12411571661594,9.559374836295625e-14,9.678699938266253e-16,0.0070883791725300785,1.6150696389438086
160,FY00-FY04-FY08,FY03,19.044201170560154,110.36901015128855,19.044201170560104,110.36901015128856,5.1728291973635394e-14,1.3877787807814457e-15,0.005158951862087425,3.4016609491588565
160,FY00-FY04-FY08,FY05,-92.00770214648452,33.74289178069639,-92.00770214648396,33.742891780696986,8.14493994363778e-13,1.0625710190841707e-14,0.0068526940135625256,3.281925258063789
160,FY00-FY04-FY08,FY06,-105.2722906898315,-38.23277145219291,-105.2722906898315,-38.2327714521929,7.105427357601002e-15,0.0,0.0054524480851532164,2.371686032212071
160,FY00-FY04-FY08,FY07,-52.38886563516721,-90.99674036722632,-52.388865635191955,-90.9967403672039,3.339673688999272e-11,2.2150051189348035e-13,0.005895242102894394,3.5099282353829144
160,FY00-FY04-FY08,FY09,86.14777204829525,-71.57207116686621,86.14777204829527,-71.57207116686618,3.1776437161565096e-14,6.661338147750939e-16,0.005162312555800204,3.3611120726873387
160,FY00-FY04-FY09,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.006569541801853661,3.3357970316231773
160,FY00-FY04-FY09,FY02,74.96229729000632,63.124115716615876,74.96229729000628,63.124115716616004,1.3481600519334532e-13,1.159106867033638e-15,0.007391740465620398,2.0144346582788946
160,FY00-FY04-FY09,FY03,19.044201170560154,110.36901015128855,19.044201170560136,110.36901015128855,1.7763568394002505e-14,0.0,0.005048716914199854,3.772501338870416
160,FY00-FY04-FY09,FY05,-92.00770214648452,33.74289178069639,-92.00770214648405,33.74289178069663,5.275271403567838e-13,9.214892904859677e-15,0.006404564123735336,3.2694909014759745
160,FY00-FY04-FY09,FY06,-105.2722906898315,-38.23277145219291,-105.27229068983151,-38.23277145219285,5.859285502108464e-14,4.577566798522237e-16,0.005574633342669261,1.7664067721512915
160,FY00-FY04-FY09,FY07,-52.38886563516721,-90.99674036722632,-52.38886563518244,-90.9967403671984,3.180949605844898e-11,2.2413544170098425e-13,0.00627605318790087,1.6899766291321492
160,FY00-FY04-FY09,FY08,17.30380046043861,-96.46024305186735,17.303800460439085,-96.46024305186675,7.634615547948051e-13,1.3152072565536988e-14,0.006404237998189312,3.272021146244987
40,FY00-FY05-FY06,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.002159555653106569,3.2743160852065003
40,FY00-FY05-FY06,FY02,74.96229729000632,63.124115716615876,74.9622972900062,63.1241157166157,2.1090076642815105e-13,1.0068810866857322e-15,0.0023253213607974774,3.37592205507135
40,FY00-FY05-FY06,FY03,19.044201170560154,110.36901015128855,19.04420118180952,110.3690101383563,1.7140339912233615e-08,4.3122958295341675e-11,0.0025118023529130205,3.2773861165518667
40,FY00-FY05-FY06,FY04,-52.10273288589687,91.16087552135994,-52.10273288587203,91.1608755213614,2.4883661089811874e-11,1.1849492050545282e-13,0.0038421558227167128,4.2946531796949134
40,FY00-FY05-FY06,FY07,-52.38886563516721,-90.99674036722632,-52.38886563515634,-90.9967403672281,1.1008462705679797e-11,4.420197199779725e-14,0.003851475563678832,4.302656894449902
40,FY00-FY05-FY06,FY08,17.30380046043861,-96.46024305186735,17.303800460438776,-96.46024305186708,3.174663277436466e-13,7.771561172376096e-16,0.0027486876091779113,3.667305669645915
40,FY00-FY05-FY06,FY09,86.14777204829525,-71.57207116686621,86.14777204829511,-71.57207116686637,2.1125954315434834e-13,1.2177709378935644e-15,0.0020427300935441715,3.1279625425317943
80,FY00-FY05-FY07,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.004468205281232856,1.6346312867266375
80,FY00-FY05-FY07,FY02,74.96229729000632,63.124115716615876,74.96229729000623,63.124115716615606,2.8314927426963657e-13,1.0235750533041806e-15,0.004558481189762135,1.6538465391581578
80,FY00-FY05-FY07,FY03,19.044201170560154,110.36901015128855,19.04420117056007,110.36901015128863,1.2058310082691391e-13,2.220446049250313e-16,0.00414629326925526,1.9362589676422215
80,FY00-FY05-FY07,FY04,-52.10273288589687,91.16087552135994,-52.10273288577978,91.16087552120698,1.9263601476974298e-10,3.1075255206783053e-12,0.0050089921883568495,3.398401935470907
80,FY00-FY05-FY07,FY06,-105.2722906898315,-38.23277145219291,-105.27229068983151,-38.2327714521929,1.5888218580782548e-14,4.440892098500626e-16,0.003330608176468996,8.779428752710311
80,FY00-FY05-FY07,FY08,17.30380046043861,-96.46024305186735,17.303800460438616,-96.46024305186735,7.105427357601002e-15,0.0,0.0051296720409190035,3.674795674345482
80,FY00-FY05-FY07,FY09,86.14777204829525,-71.57207116686621,86.14777204829527,-71.57207116686614,7.246142549764705e-14,8.010741897413915e-16,0.004142104698297714,1.928266954856807
120,FY00-FY05-FY08,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.006019996690288522,1.6346312867266426
120,FY00-FY05-FY08,FY02,74.96229729000632,63.124115716615876,74.96229729000635,63.12411571661589,3.1776437161565096e-14,3.8459253727671276e-16,0.007214215821639441,1.0136564680675912
120,FY00-FY05-FY08,FY03,19.044201170560154,110.36901015128855,19.04420117056009,110.36901015128856,6.550880341146756e-14,1.3922125900994124e-15,0.005178908534384944,1.631631330139583
120,FY00-FY05-FY08,FY04,-52.10273288589687,91.16087552135994,-52.102732885896906,91.16087552135993,3.8263897345803626e-14,0.0,0.005502587804038364,3.254230807171194
120,FY00-FY05-FY08,FY06,-105.2722906898315,-38.23277145219291,-105.27229068983151,-38.232771452192885,2.5618982671915014e-14,4.002966042486721e-16,0.004681866405305498,4.621088874083093
120,FY00-FY05-FY08,FY07,-52.38886563516721,-90.99674036722632,-52.38886563525547,-90.9967403671867,9.674812615550162e-11,6.27766594599151e-13,0.005881343134207109,3.99503838457107
120,FY00-FY05-FY08,FY09,86.14777204829525,-71.57207116686621,86.14777204829522,-71.57207116686627,6.355287432313019e-14,1.1102230246251565e-16,0.005111707481301051,3.180538985602836
160,FY00-FY05-FY09,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.006218192675908004,3.2743160852065207
160,FY00-FY05-FY09,FY02,74.96229729000632,63.124115716615876,74.96229729000635,63.12411571661591,4.5496934130773415e-14,6.661338147750939e-16,0.007092382877650946,1.6115243189109851
160,FY00-FY05-FY09,FY03,19.044201170560154,110.36901015128855,19.04420117056015,110.36901015128853,1.464821375527116e-14,2.482534153247273e-16,0.005572734107907717,1.769227836375066
160,FY00-FY05-FY09,FY04,-52.10273288589687,91.16087552135994,-52.102732885896856,91.16087552135994,1.4210854715202004e-14,0.0,0.005763392536607636,3.297497399659102
160,FY00-FY05-FY09,FY06,-105.2722906898315,-38.23277145219291,-105.27229068983155,-38.232771452192786,1.3349885981068564e-13,6.661338147750939e-16,0.005051629674249284,3.75722348741234
160,FY00-FY05-FY09,FY07,-52.38886563516721,-90.99674036722632,-52.3888656352062,-90.99674036717782,6.223333079070447e-11,4.829236494184267e-13,0.006337147594236696,2.1904043066722827
160,FY00-FY05-FY09,FY08,17.30380046043861,-96.46024305186735,17.30380046043962,-96.46024305186675,1.175347010651983e-12,1.4737139070004728e-14,0.006852181366821388,3.284300218822579
40,FY00-FY06-FY07,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.002281577923997219,3.335797031623184
40,FY00-FY06-FY07,FY02,74.96229729000632,63.124115716615876,74.96229729000687,63.12411571661593,5.571307549391991e-13,1.4657992515888388e-15,0.002203397119676712,3.3087666567566028
40,FY00-FY06-FY07,FY03,19.044201170560154,110.36901015128855,19.04420117056001,110.36901015128879,2.802818659591256e-13,1.4054300946555646e-15,0.0020458956906798326,3.128889470033205
40,FY00-FY06-FY07,FY04,-52.10273288589687,91.16087552135994,-52.10273288587936,91.1608755212353,1.2586699706942627e-10,1.073166254120347e-12,0.0026253112301757612,3.453590315967651
40,FY00-FY06-FY07,FY05,-92.00770214648452,33.74289178069639,-92.00770214648443,33.74289178069649,1.3101760682293512e-13,4.710277376051325e-16,0.003705274256784237,4.962105093127817
40,FY00-FY06-FY07,FY08,17.30380046043861,-96.46024305186735,17.3038004604386,-96.46024305186737,1.5888218580782548e-14,1.1102230246251565e-16,0.003704289277615715,4.959879252851201
40,FY00-FY06-FY07,FY09,86.14777204829525,-71.57207116686621,86.14777204829521,-71.57207116686592,2.873967505387993e-13,5.20740757162067e-16,0.002502762376418922,3.2742929149614146
80,FY00-FY06-FY08,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.0046153117324860245,2.064177772475909
80,FY00-FY06-FY08,FY02,74.96229729000632,63.124115716615876,74.96229729000655,63.12411571661592,2.31335954426011e-13,1.4228624520802642e-15,0.004558255037859502,1.6528642146900183
80,FY00-FY06-FY08,FY03,19.044201170560154,110.36901015128855,19.044201170560054,110.36901015128863,1.3101760682293512e-13,4.002966042486721e-16,0.003976394320765779,1.5377621785834341
80,FY00-FY06-FY08,FY04,-52.10273288589687,91.16087552135994,-52.102732885921604,91.16087552123456,1.2779870651640126e-10,1.1264509488260757e-12,0.004411102899173542,2.00083910843883
80,FY00-FY06-FY08,FY05,-92.00770214648452,33.74289178069639,-92.0077021464845,33.742891780696425,3.8263897345803626e-14,0.0,0.005130109133549336,3.677267249172942
80,FY00-FY06-FY08,FY07,-52.38886563516721,-90.99674036722632,-52.38886563516721,-90.99674036722631,1.4210854715202004e-14,4.965068306494546e-16,0.005336487141781436,5.974923007600625
80,FY00-FY06-FY08,FY09,86.14777204829525,-71.57207116686621,86.14777204829524,-71.57207116686622,2.0097183471152322e-14,1.1102230246251565e-16,0.004832665976931392,3.177970764269888
120,FY00-FY06-FY09,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.005777158104439237,3.335797031623173
120,FY00-FY06-FY09,FY02,74.96229729000632,63.124115716615876,74.96229729000643,63.12411571661584,1.191086668529821e-13,1.915134717478395e-15,0.006174549488062852,1.6358581841076447
120,FY00-FY06-FY09,FY03,19.044201170560154,110.36901015128855,19.044201170560125,110.36901015128848,7.652779469160725e-14,4.871083751574258e-16,0.005837374719130829,1.076964913059476
120,FY00-FY06-FY09,FY04,-52.10273288589687,91.16087552135994,-52.10273288596398,91.16087552124394,1.340171568803664e-10,1.1029906901266544e-12,0.0056573369077783965,1.6234796268236615
120,FY00-FY06-FY09,FY05,-92.00770214648452,33.74289178069639,-92.00770214648448,33.742891780696446,7.105427357601002e-14,1.2959208739370123e-15,0.005883536092128974,3.351436879625158
120,FY00-FY06-FY09,FY07,-52.38886563516721,-90.99674036722632,-52.38886563547317,-90.99674036691499,4.365072543052047e-10,3.8385620622566075e-12,0.0058839563655217015,3.9844864685743917
120,FY00-FY06-FY09,FY08,17.30380046043861,-96.46024305186735,17.303800460440577,-96.46024305186732,1.9684085782570496e-12,1.5055295572753e-14,0.00730902152005833,3.473948184514768
40,FY00-FY07-FY08,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.0027167665947714797,3.604537392715851
40,FY00-FY07-FY08,FY02,74.96229729000632,63.124115716615876,74.96229729000652,63.12411571661574,2.404323753877496e-13,1.6326319374041212e-15,0.002324060496287978,3.375194072623446
40,FY00-FY07-FY08,FY03,19.044201170560154,110.36901015128855,19.044201170560243,110.3690101512885,9.851976744714397e-14,1.1537776118301384e-15,0.0019218086107956687,3.0934534857626463
40,FY00-FY07-FY08,FY04,-52.10273288589687,91.16087552135994,-52.10273288593596,91.1608755212849,8.461631605208553e-11,5.886812729930433e-13,0.002176851401080215,3.2426866772735066
40,FY00-FY07-FY08,FY05,-92.00770214648452,33.74289178069639,-92.0077021464846,33.742891780696375,8.644125458514252e-14,5.20740757162067e-16,0.0027491652359160038,3.667695223258923
40,FY00-FY07-FY08,FY06,-105.2722906898315,-38.23277145219291,-105.27229068983151,-38.23277145219273,1.7820321153272478e-13,6.280369834735101e-16,0.0039012162835586877,3.8167681205649533
40,FY00-FY07-FY08,FY09,86.14777204829525,-71.57207116686621,86.14777204829522,-71.57207116686622,3.1776437161565096e-14,2.482534153247273e-16,0.0038858747484819284,3.8104164275927688
80,FY00-FY07-FY09,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.005105851043008835,3.6045373927158515
80,FY00-FY07-FY09,FY02,74.96229729000632,63.124115716615876,74.96229729000646,63.124115716615805,1.5888218580782548e-13,7.108895957933346e-16,0.004697927488597442,2.087884299856414
80,FY00-FY07-FY09,FY03,19.044201170560154,110.36901015128855,19.04420117056018,110.36901015128855,2.4868995751603507e-14,6.684427777288335e-16,0.0039758891450004325,1.5357995613550282
80,FY00-FY07-FY09,FY04,-52.10273288589687,91.16087552135994,-52.102732885950104,91.1608755213039,7.729928031140766e-11,5.227398545874069e-13,0.004253086412904952,1.589855865848792
80,FY00-FY07-FY09,FY05,-92.00770214648452,33.74289178069639,-92.00770214648428,33.74289178069662,3.3175574372787515e-13,1.0767589454103068e-15,0.0046976610482774486,2.0871394455469767
80,FY00-FY07-FY09,FY06,-105.2722906898315,-38.23277145219291,-105.2722906898315,-38.23277145219289,1.4210854715202004e-14,6.280369834735101e-16,0.004840178291653894,3.1921172452198925
80,FY00-FY07-FY09,FY08,17.30380046043861,-96.46024305186735,17.303800460435074,-96.46024305187235,6.125200879382814e-12,1.5174243025487846e-13,0.007837920314071413,4.377075253947018
40,FY00-FY08-FY09,FY01,100.0,0.0,100.0,0.0,0.0,0.0,0.0037624365965285645,4.758770483143628
40,FY00-FY08-FY09,FY02,74.96229729000632,63.124115716615876,74.96229729000619,63.12411571661588,1.2809491335957507e-13,2.220446049250313e-16,0.002749802524954868,3.6682152443290037
40,FY00-FY08-FY09,FY03,19.044201170560154,110.36901015128855,19.044201170560115,110.36901015128868,1.3373501577063046e-13,1.5393713663616246e-15,0.0020431794359907053,3.1280940437731144
40,FY00-FY08-FY09,FY04,-52.10273288589687,91.16087552135994,-52.102732885942004,91.16087552132778,5.5418953653481186e-11,3.612931006732622e-13,0.002055462727590445,3.1939340880823437
40,FY00-FY08-FY09,FY05,-92.00770214648452,33.74289178069639,-92.00770214648458,33.74289178069653,1.530555893832145e-13,1.5641935306571066e-15,0.002323809197958762,3.3750490676749454
40,FY00-FY08-FY09,FY06,-105.2722906898315,-38.23277145219291,-105.2722906898315,-38.23277145219287,3.552713678800501e-14,4.440892098500626e-16,0.0025071759351564605,3.2758021363801264
40,FY00-FY08-FY09,FY07,-52.38886563516721,-90.99674036722632,-52.38886563517079,-90.9967403672229,4.955188715810122e-12,1.9471995237352872e-14,0.0038587647973715687,4.3089327797297585
