rho,seed,gain,round,receiver_id,delta_x,delta_y,true_position_after_x,true_position_after_y,action_number
0.2,47,0.5,1,1,-0.01869365264583256,-0.07984967867719406,2.0186936526458323,3.5439512938149473,1
0.2,47,0.5,2,1,-0.009346826322916169,-0.039924839338596696,2.009346826322916,3.5040264544763504,2
0.2,47,0.5,3,1,-0.004673413161458084,-0.019962419669298015,2.0046734131614583,3.4840640348070524,3
0.2,47,0.5,4,1,-0.002336706580728931,-0.009981209834649007,2.0023367065807296,3.4740828249724034,4
0.2,47,0.5,5,1,-0.0011683532903647986,-0.004990604917324726,2.001168353290365,3.469092220055079,5
0.2,47,0.5,6,1,-0.0005841766451821773,-0.00249530245866203,2.000584176645183,3.4665969175964166,6
0.2,47,0.5,7,1,-0.0002920883225914217,-0.0012476512293309039,2.0002920883225914,3.4653492663670855,7
0.2,47,0.5,8,1,-0.0001460441612954888,-0.000623825614665563,2.000146044161296,3.46472544075242,8
0.2,47,0.5,9,1,-7.302208064796645e-05,-0.00031191280733255944,2.000073022080648,3.464413527945087,9
0.2,47,0.5,10,1,-3.651104032376118e-05,-0.00015595640366594665,2.0000365110403244,3.464257571541421,10
0.2,47,0.5,11,1,-1.82555201624357e-05,-7.797820183341742e-05,2.000018255520162,3.464179593339588,11
0.2,47,0.5,12,1,-9.127760080884784e-06,-3.898910091648666e-05,2.000009127760081,3.464140604238671,12
0.2,47,0.5,13,1,-4.563880040775459e-06,-1.94945504585764e-05,2.00000456388004,3.4641211096882127,13
0.2,47,0.5,14,1,-2.2819400200546625e-06,-9.747275228955132e-06,2.00000228194002,3.464111362412984,14
0.2,47,0.5,15,1,-1.1409700098052866e-06,-4.873637614144499e-06,2.00000114097001,3.4641064887753696,15
0.2,47,0.5,16,1,-5.704850050136656e-07,-2.436818807627361e-06,2.000000570485005,3.464104051956562,16
0.2,47,0.5,17,1,-2.852425025068328e-07,-1.2184094040357252e-06,2.0000002852425025,3.464102833547158,17
0.2,47,0.5,18,1,-1.426212512534164e-07,-6.09204701795818e-07,2.0000001426212513,3.464102224342456,18
0.2,47,0.5,19,1,-7.13106256267082e-08,-3.046023515640428e-07,2.000000071310626,3.464101919740105,19
0.2,47,0.5,20,1,-3.5655312924376403e-08,-1.523011752269099e-07,2.000000035655313,3.4641017674389296,20
0.2,47,0.5,21,1,-1.7827656240143597e-08,-7.615058739141034e-08,2.0000000178276567,3.4641016912883424,21
0.2,47,0.5,22,1,-8.913828120071798e-09,-3.807529358468287e-08,2.000000008913829,3.464101653213049,22
