rho,seed,gain,round,alpha_rad,beta_rad,target_alpha_rad,target_beta_rad,max_angle_error_rad,relay_scalar_count,measurement_slot_count,measurement_tx_count,estimate_x,estimate_y,action_x,action_y,action_applied,event,failure
0.1,11,0.5,19,1.0471975068016703,1.0471977148377498,1.0471975511965976,1.0471975511965976,1.6364115218436837e-07,2,2,4,2.0000004804387794,3.464102092122653,-2.4021938971330314e-07,-2.3849244934481817e-07,True,observe_and_move,
0.1,11,0.5,20,1.0471975289991322,1.0471976330171755,1.0471975511965976,1.0471975511965976,8.182057786854102e-08,2,2,4,2.0000002402193893,3.4641018536302024,-1.2010969463460697e-07,-1.1924622400627527e-07,True,observe_and_move,
0.1,11,0.5,21,1.0471975400978646,1.0471975921068872,1.0471975511965976,1.0471975511965976,4.0910289600404326e-08,2,2,4,2.0000001201096946,3.4641017343839797,-6.005484731730348e-08,-5.962311266927145e-08,True,observe_and_move,
0.1,11,0.5,22,1.0471975456472309,1.0471975716517425,1.0471975511965976,1.0471975511965976,2.0455144911224465e-08,2,2,4,2.000000060054848,3.4641016747608666,-3.002742410274095e-08,-2.981155611259112e-08,True,observe_and_move,
0.1,11,0.5,23,1.0471975484219143,1.0471975614241702,1.0471975511965976,1.0471975511965976,1.0227572566634535e-08,2,2,4,2.0000000300274245,3.4641016449493116,-1.501371227341508e-08,-1.4905778611407072e-08,True,observe_and_move,
0.1,11,0.5,24,1.047197549809256,1.0471975563103837,1.0471975511965976,1.0471975511965976,5.113786061272663e-09,2,2,4,2.000000015013711,3.4641016300435314,0.0,0.0,False,stop_angle_threshold,
0.1,23,0.5,1,1.0151845911895643,1.0681790092401808,1.0471975511965976,1.0471975511965976,0.03201296000703335,2,2,4,2.121561273053233,3.4171709509267933,-0.06078063652661658,0.02346533210548052,True,observe_and_move,
0.1,23,0.5,2,1.0311467756358057,1.0575547207602989,1.0471975511965976,1.0471975511965976,0.01605077556079193,2,2,4,2.060780636526616,3.440636283032273,-0.03039031826330807,0.011732666052740592,True,observe_and_move,
0.1,23,0.5,3,1.0391615582764961,1.0523432381628997,1.0471975511965976,1.0471975511965976,0.008035992920101487,2,2,4,2.0303903182633074,3.4523689490850136,-0.015195159131653702,0.005866333026370407,True,observe_and_move,
0.1,23,0.5,4,1.0431769629331398,1.0497622311544277,1.0471975511965976,1.0471975511965976,0.004020588263457858,2,2,4,2.015195159131654,3.4582352821113838,-0.007597579565826962,0.0029331665131853146,True,observe_and_move,
0.1,23,0.5,5,1.0451866166032169,1.0484778578735086,1.0471975511965976,1.0471975511965976,0.002010934593380753,2,2,4,2.007597579565827,3.4611684486245693,-0.003798789782913481,0.0014665832565925463,True,observe_and_move,
0.1,23,0.5,6,1.0461919247239722,1.0478371971546527,1.0471975511965976,1.0471975511965976,0.001005626472625476,2,2,4,2.0037987897829135,3.462635031881162,-0.0018993948914567405,0.0007332916282962731,True,observe_and_move,
0.1,23,0.5,7,1.0466946982839425,1.0475172474485175,1.0471975511965976,1.0471975511965976,0.0005028529126551717,2,2,4,2.0018993948914567,3.4633683235094583,-0.0009496974457283702,0.00036664581414802555,True,observe_and_move,
0.1,23,0.5,8,1.0469461148359025,1.0473573676555206,1.0471975511965976,1.0471975511965976,0.0002514363606951342,2,2,4,2.000949697445728,3.463734969323607,-0.0004748487228640741,0.00018332290707379073,True,observe_and_move,
0.1,23,0.5,9,1.0470718305419988,1.0472774515111418,1.0471975511965976,1.0471975511965976,0.00012572065459881543,2,2,4,2.0004748487228636,3.4639182922306806,-0.000237424361431815,9.166145353689537e-05,True,observe_and_move,
0.1,23,0.5,10,1.0471346902509653,1.0472374993753706,1.0471975511965976,1.0471975511965976,6.286094563234812e-05,2,2,4,2.0002374243614325,3.4640099536842164,-0.00011871218071624057,4.5830726769002794e-05,True,observe_and_move,
0.1,23,0.5,11,1.047166120569227,1.0472175247913882,1.0471975511965976,1.0471975511965976,3.143062737054336e-05,2,2,4,2.0001187121807167,3.464055784410985,-5.935609035834233e-05,2.291536338461242e-05,True,observe_and_move,
0.1,23,0.5,12,1.0471818358442775,1.0472075378703476,1.0471975511965976,1.0471975511965976,1.571535232014476e-05,2,2,4,2.0000593560903583,3.4640786997743707,-2.9678045179171164e-05,1.145768169186212e-05,True,observe_and_move,
0.1,23,0.5,13,1.0471896935107794,1.0472025445025617,1.0471975511965976,1.0471975511965976,7.857685818235538e-06,2,2,4,2.0000296780451787,3.4640901574560625,-1.4839022589363537e-05,5.72884084593106e-06,True,observe_and_move,
0.1,23,0.5,14,1.0471936223512741,1.047200047841852,1.0471975511965976,1.0471975511965976,3.928845323519781e-06,2,2,4,2.000014839022589,3.4640958862969087,-7.419511294459724e-06,2.864420422854508e-06,True,observe_and_move,
0.1,23,0.5,15,1.047195586773332,1.0471987995172929,1.0471975511965976,1.0471975511965976,1.9644232656101934e-06,2,2,4,2.0000074195112947,3.4640987507173295,-3.7097556473408844e-06,1.4322102124264546e-06,True,observe_and_move,
0.1,23,0.5,16,1.0471965689848142,1.0471981753564625,1.0471975511965976,1.0471975511965976,9.822117834623612e-07,2,2,4,2.000003709755647,3.464100182927544,-1.8548778235594199e-06,7.161051052140266e-07,True,observe_and_move,
0.1,23,0.5,17,1.0471970600906682,1.0471978632764094,1.0471975511965976,1.0471975511965976,4.911059294787634e-07,2,2,4,2.000001854877824,3.4641008990326485,-9.274389118907322e-07,3.580525529400802e-07,True,observe_and_move,
0.1,23,0.5,18,1.0471973056436235,1.0471977072364733,1.0471975511965976,1.0471975511965976,2.455529741762774e-07,2,2,4,2.000000927438912,3.464101257085201,-4.637194559453661e-07,1.790262766920847e-07,True,observe_and_move,
0.1,23,0.5,19,1.0471974284201082,1.047197629216528,1.0471975511965976,1.0471975511965976,1.2277648941960706e-07,2,2,4,2.000000463719456,3.464101436111478,-2.3185972808370536e-07,8.951313823502005e-08,True,observe_and_move,
0.1,23,0.5,20,1.0471974898083525,1.047197590206561,1.0471975511965976,1.0471975511965976,6.138824515389274e-08,2,2,4,2.0000002318597274,3.464101525624616,-1.1592986370878577e-07,4.4756569117510026e-08,True,observe_and_move,
0.1,23,0.5,21,1.0471975205024748,1.0471975707015788,1.0471975511965976,1.0471975511965976,3.0694122798990975e-08,2,2,4,2.000000115929864,3.4641015703811844,-5.796493196541519e-08,2.2378285002844223e-08,True,observe_and_move,
0.1,23,0.5,22,1.0471975358495362,1.0471975609490882,1.0471975511965976,1.0471975511965976,1.5347061399495487e-08,2,2,4,2.000000057964933,3.4641015927594707,-2.8982466426796805e-08,1.1189141835288297e-08,True,observe_and_move,
0.1,23,0.5,23,1.0471975435230672,1.0471975560728428,1.0471975511965976,1.0471975511965976,7.673530477703139e-09,2,2,4,2.000000028982465,3.4641016039486114,0.0,0.0,False,stop_angle_threshold,
0.1,47,0.5,1,1.0529838406939658,1.0604426200611654,1.0471975511965976,1.0471975511965976,0.013245068864567777,2,2,4,2.0174196998584177,3.541440156410471,-0.008709849929208868,-0.03866927063635828,True,observe_and_move,
0.1,47,0.5,2,1.0501178353801885,1.053868262647777,1.0471975511965976,1.0471975511965976,0.0066707114511794785,2,2,4,2.008709849929208,3.502770885774112,-0.00435492496460399,-0.019334635318178917,True,observe_and_move,
0.1,47,0.5,3,1.048664570996563,1.0505450463824446,1.0471975511965976,1.0471975511965976,0.0033474951858469826,2,2,4,2.004354924964605,3.483436250455934,-0.00217746248230255,-0.009667317659089791,True,observe_and_move,
0.1,47,0.5,4,1.0479327923089536,1.048874345590106,1.0471975511965976,1.0471975511965976,0.0016767943935083185,2,2,4,2.0021774624823014,3.473768932796844,-0.00108873124115072,-0.004833658829544785,True,observe_and_move,
0.1,47,0.5,5,1.04756560604041,1.0480367115875193,1.0471975511965976,1.0471975511965976,0.0008391603909216894,2,2,4,2.0010887312411514,3.4689352739673,-0.000544365620575693,-0.0024168294147728364,True,observe_and_move,
0.1,47,0.5,6,1.0473816873766966,1.0476173223774798,1.0471975511965976,1.0471975511965976,0.0004197711808822113,2,2,4,2.0005443656205757,3.466518444552527,-0.0002721828102878465,-0.0012084147073863072,True,observe_and_move,
0.1,47,0.5,7,1.0472896464995258,1.0474074845567618,1.0471975511965976,1.0471975511965976,0.00020993336016417175,2,2,4,2.0002721828102876,3.46531002984514,-0.00013609140514381224,-0.0006042073536927095,True,observe_and_move,
0.1,47,0.5,8,1.0472436056542005,1.047302529822032,1.0471975511965976,1.0471975511965976,0.00010497862543434877,2,2,4,2.0001360914051434,3.464705822491446,-6.804570257168407e-05,-0.00030210367684579964,True,observe_and_move,
0.1,47,0.5,9,1.047220580127299,1.0472500434960184,1.0471975511965976,1.0471975511965976,5.249229942072553e-05,2,2,4,2.000068045702572,3.4644037188146015,-3.402285128606408e-05,-0.00015105183842356595,True,observe_and_move,
0.1,47,0.5,10,1.0472090660874689,1.0472237980930295,1.0471975511965976,1.0471975511965976,2.6246896431825206e-05,2,2,4,2.0000340228512856,3.464252666976177,-1.7011425642809996e-05,-7.552591921133889e-05,True,observe_and_move,
0.1,47,0.5,11,1.0472033087484192,1.0472106748314998,1.0471975511965976,1.0471975511965976,1.312363490213464e-05,2,2,4,2.0000170114256433,3.464177141056967,-8.505712821627043e-06,-3.7762959606224555e-05,True,observe_and_move,
0.1,47,0.5,12,1.0472004299991056,1.0472041130607208,1.0471975511965976,1.0471975511965976,6.561864123177941e-06,2,2,4,2.000008505712821,3.4641393780973595,-4.252856410591477e-06,-1.8881479802557166e-05,True,observe_and_move,
0.1,47,0.5,13,1.047198990604501,1.0472008321403274,1.0471975511965976,1.0471975511965976,3.2809437298109145e-06,2,2,4,2.0000042528564106,3.4641204966175567,-2.1264282052957384e-06,-9.44073990116756e-06,True,observe_and_move,
0.1,47,0.5,14,1.0471982709022116,1.0471991916713799,1.0471975511965976,1.0471975511965976,1.640474782238499e-06,2,2,4,2.0000021264282064,3.464111055877657,-1.0632141032029807e-06,-4.7203699513609365e-06,True,observe_and_move,
0.1,47,0.5,15,1.0471979110498204,1.047198371434718,1.0471975511965976,1.0471975511965976,8.202381203137321e-07,2,2,4,2.0000010632141025,3.464106335507706,-5.316070512684234e-07,-2.360184975902513e-06,True,observe_and_move,
0.1,47,0.5,16,1.047197731123313,1.04719796131584,1.0471975511965976,1.0471975511965976,4.101192423444644e-07,2,2,4,2.0000005316070504,3.4641039753227285,-2.658035251901225e-07,-1.180092487063078e-06,True,observe_and_move,
0.1,47,0.5,17,1.0471976411599813,1.0471977562562647,1.0471975511965976,1.0471975511965976,2.0505966702444312e-07,2,2,4,2.0000002658035263,3.4641027952302426,-1.3290176315017277e-07,-5.900462440866505e-07,True,observe_and_move,
0.1,47,0.5,18,1.047197596178296,1.0471976537264425,1.0471975511965976,1.0471975511965976,1.0252984483649641e-07,2,2,4,2.0000001329017625,3.4641022051839974,-6.645088124201948e-08,-2.9502312148821375e-07,True,observe_and_move,
0.1,47,0.5,19,1.0471975736874486,1.047197602461523,1.0471975511965976,1.0471975511965976,5.126492541585037e-08,2,2,4,2.0000000664508812,3.4641019101608768,-3.322544062100974e-08,-1.4751156118819608e-07,True,observe_and_move,
0.1,47,0.5,20,1.0471975624420236,1.0471975768290611,1.0471975511965976,1.0471975511965976,2.5632463485081303e-08,2,2,4,2.000000033225441,3.464101762649316,-1.6612720532549474e-08,-7.375578081614265e-08,True,observe_and_move,
0.1,47,0.5,21,1.0471975568193108,1.0471975640128295,1.0471975511965976,1.0471975511965976,1.2816231853562954e-08,2,2,4,2.00000001661272,3.464101688893535,-8.306360044230132e-09,-3.687789029704902e-08,True,observe_and_move,
0.1,47,0.5,22,1.0471975540079543,1.0471975576047137,1.0471975511965976,1.0471975511965976,6.408116037803779e-09,2,2,4,2.00000000830636,3.4641016520156453,0.0,0.0,False,stop_angle_threshold,
0.2,11,0.5,1,1.0241090673738849,1.1320097539043144,1.0471975511965976,1.0471975511965976,0.08481220270771672,2,2,4,2.2583972340535503,3.7110727567581674,-0.12919861702677515,-0.1234855708102065,True,observe_and_move,
0.2,11,0.5,2,1.0351770330275742,1.0901244956714722,1.0471975511965976,1.0471975511965976,0.04292694447487455,2,2,4,2.1291986170267747,3.5875871859479602,-0.06459930851338735,-0.06174278540510292,True,observe_and_move,
0.2,11,0.5,3,1.0410609032986804,1.0687839364352392,1.0471975511965976,1.0471975511965976,0.021586385238641537,2,2,4,2.0645993085133876,3.5258444005428564,-0.03229965425669379,-0.030871392702551015,True,observe_and_move,
0.2,11,0.5,4,1.0440966507629241,1.0580204900609367,1.0471975511965976,1.0471975511965976,0.010822938864339049,2,2,4,2.032299654256694,3.494973007840305,-0.016149827128346894,-0.015435696351275396,True,observe_and_move,
0.2,11,0.5,5,1.045638830135026,1.052616330155232,1.0471975511965976,1.0471975511965976,0.005418778958634407,2,2,4,2.016149827128347,3.4795373114890293,-0.008074913564173558,-0.007717848175637476,True,observe_and_move,
0.2,11,0.5,6,1.0464161068347475,1.049908751913582,1.0471975511965976,1.0471975511965976,0.0027112007169842745,2,2,4,2.008074913564173,3.4718194633133925,-0.004037456782086446,-0.003858924087819071,True,observe_and_move,
0.2,11,0.5,7,1.0468063060251376,1.0485536023300859,1.0471975511965976,1.0471975511965976,0.0013560511334882452,2,2,4,2.0040374567820867,3.467960539225572,-0.002018728391043334,-0.0019294620439087584,True,observe_and_move,
0.2,11,0.5,8,1.0470017976080161,1.0478756892017655,1.0471975511965976,1.0471975511965976,0.0006781380051679164,2,2,4,2.0020187283910444,3.4660310771816647,-0.0010093641955222221,-0.0009647310219551564,True,observe_and_move,
0.2,11,0.5,9,1.0470996416196217,1.0475366482768078,1.0471975511965976,1.0471975511965976,0.00033909708021018226,2,2,4,2.0010093641955216,3.4650663461597095,-0.000504682097760778,-0.0004823655109775782,True,observe_and_move,
0.2,11,0.5,10,1.0471485882084373,1.047367106752108,1.0471975511965976,1.0471975511965976,0.00016955555551034784,2,2,4,2.0005046820977612,3.4645839806487326,-0.00025234104888061104,-0.00024118275548912216,True,observe_and_move,
0.2,11,0.5,11,1.047173067652099,1.0472823307277037,1.0471975511965976,1.0471975511965976,8.477953110608283e-05,2,2,4,2.0002523410488813,3.464342797893244,-0.0001261705244406386,-0.00012059137774489415,True,observe_and_move,
0.2,11,0.5,12,1.0471853089116812,1.0472399414004256,1.0471975511965976,1.0471975511965976,4.2390203828013284e-05,2,2,4,2.0001261705244398,3.4642222065154984,-6.30852622198752e-05,-6.0295688872002984e-05,True,observe_and_move,
0.2,11,0.5,13,1.0471914299259648,1.0472187464080727,1.0471975511965976,1.0471975511965976,2.119521147503356e-05,2,2,4,2.0000630852622194,3.464161910826626,-3.154263110971556e-05,-3.0147844435779447e-05,True,observe_and_move,
0.2,11,0.5,14,1.0471944905292365,1.0472081488297245,1.0471975511965976,1.0471975511965976,1.059763312682982e-05,2,2,4,2.0000315426311106,3.46413176298219,-1.5771315555301868e-05,-1.5073922217778701e-05,True,observe_and_move,
0.2,11,0.5,15,1.047196020854906,1.0472028500200083,1.0471975511965976,1.0471975511965976,5.298823410715414e-06,2,2,4,2.0000157713155544,3.4641166890599733,-7.885657777206845e-06,-7.536961109444462e-06,True,observe_and_move,
0.2,11,0.5,16,1.047196786023749,1.0472002006100147,1.0471975511965976,1.0471975511965976,2.6494134170995665e-06,2,2,4,2.0000078856577774,3.4641091520988634,-3.942828888714445e-06,-3.7684805545001865e-06,True,observe_and_move,
0.2,11,0.5,17,1.0471971686096726,1.047198875903734,1.0471975511965976,1.0471975511965976,1.324707136429737e-06,2,2,4,2.0000039428288883,3.464105383618308,-1.9714144441351777e-06,-1.8842402769170263e-06,True,observe_and_move,
0.2,11,0.5,18,1.04719735990301,1.047198213550273,1.0471975511965976,1.0471975511965976,6.623536754624126e-07,2,2,4,2.0000019714144446,3.4641034993780324,-9.857072222896335e-07,-9.421201390136247e-07,True,observe_and_move,
0.2,11,0.5,19,1.0471974555497725,1.047197882373462,1.0471975511965976,1.0471975511965976,3.311768643765589e-07,2,2,4,2.000000985707222,3.4641025572578927,-4.928536110337944e-07,-4.7106006917374543e-07,True,observe_and_move,
0.2,11,0.5,20,1.0471975033731773,1.0471977167850366,1.0471975511965976,1.0471975511965976,1.655884389606399e-07,2,2,4,2.0000004928536113,3.4641020861978236,-2.464268056279195e-07,-2.3553003458687272e-07,True,observe_and_move,
0.2,11,0.5,21,1.0471975272848855,1.0471976339908189,1.0471975511965976,1.0471975511965976,8.279422125667679e-08,2,2,4,2.0000002464268056,3.4641018506677885,-1.2321340281395976e-07,-1.1776501707139175e-07,True,observe_and_move,
0.2,11,0.5,22,1.047197539240741,1.0471975925937087,1.0471975511965976,1.0471975511965976,4.1397111072427606e-08,2,2,4,2.0000001232134026,3.4641017329027712,-6.160670129595758e-08,-5.8882508424673574e-08,True,observe_and_move,
0.2,11,0.5,23,1.0471975452186693,1.0471975718951534,1.0471975511965976,1.0471975511965976,2.0698555758258408e-08,2,2,4,2.0000000616067015,3.464101674020263,-3.080335075900109e-08,-2.944125432335909e-08,True,observe_and_move,
0.2,11,0.5,24,1.0471975482076334,1.0471975615458755,1.0471975511965976,1.0471975511965976,1.0349277879129204e-08,2,2,4,2.0000000308033505,3.4641016445790083,-1.5401675268478243e-08,-1.472062693963494e-08,True,observe_and_move,
0.2,11,0.5,25,1.0471975497021155,1.0471975563712368,1.0471975511965976,1.0471975511965976,5.174639161609207e-09,2,2,4,2.000000015401676,3.464101629858382,0.0,0.0,False,stop_angle_threshold,
0.2,23,0.5,1,0.9834020338543795,1.0886578814591579,1.0471975511965976,1.0471975511965976,0.06379551734221811,2,2,4,2.2395997066450613,3.363831314174447,-0.11979985332253063,0.05013515048165362,True,observe_and_move,
0.2,23,0.5,2,1.015136368538005,1.0673868956543688,1.0471975511965976,1.0471975511965976,0.03206118265859259,2,2,4,2.1197998533225317,3.413966464656102,-0.05989992666126587,0.025067575240826256,True,observe_and_move,
0.2,23,0.5,3,1.0311298781165796,1.057161171334319,1.0471975511965976,1.0471975511965976,0.016067673080017997,2,2,4,2.0598999266612656,3.4390340398969275,-0.029949963330632823,0.012533787620413461,True,observe_and_move,
0.2,23,0.5,4,1.0391549287762918,1.0521471060644085,1.0471975511965976,1.0471975511965976,0.008042622420305845,2,2,4,2.0299499633306333,3.451567827517342,-0.014974981665316633,0.0062668938102061755,True,observe_and_move,
0.2,23,0.5,5,1.043174104834129,1.0496643275875195,1.0471975511965976,1.0471975511965976,0.004023446362468652,2,2,4,2.0149749816653157,3.457834721327547,-0.007487490832657873,0.003133446905103643,True,observe_and_move,
0.2,23,0.5,6,1.0451853019370974,1.048428946930619,1.0471975511965976,1.0471975511965976,0.002012249259500276,2,2,4,2.0074874908326583,3.4609681682326516,-0.0037437454163291584,0.0015667234525513773,True,observe_and_move,
0.2,23,0.5,7,1.0461912960137727,1.047812751920318,1.0471975511965976,1.0471975511965976,0.0010062551828249333,2,2,4,2.0037437454163287,3.462534891685202,-0.0018718727081643571,0.0007833617262762438,True,observe_and_move,
0.2,23,0.5,8,1.0466943910878992,1.0475050273939661,1.0471975511965976,1.0471975511965976,0.0005031601086984416,2,2,4,2.0018718727081644,3.4633182534114795,-0.0009359363540821786,0.00039168086313745576,True,observe_and_move,
0.2,23,0.5,9,1.0469459630280604,1.047351258269314,1.0471975511965976,1.0471975511965976,0.000251588168537209,2,2,4,2.0009359363540815,3.463709934274616,-0.0004679681770407562,0.00019584043156917197,True,observe_and_move,
0.2,23,0.5,10,1.0470717550856743,1.0472743969783578,1.0471975511965976,1.0471975511965976,0.00012579611092333742,2,2,4,2.0004679681770416,3.463905774706186,-0.0002339840885208222,9.792021578425292e-05,True,observe_and_move,
0.2,23,0.5,11,1.047134652634709,1.047235972149065,1.0471975511965976,1.0471975511965976,6.289856188868015e-05,2,2,4,2.000233984088521,3.4640036949219706,-0.00011699204426052212,4.8960107891904414e-05,True,observe_and_move,
0.2,23,0.5,12,1.047166101789076,1.0472167611882577,1.0471975511965976,1.0471975511965976,3.1449407521533246e-05,2,2,4,2.00011699204426,3.464052655029861,-5.8496022129927994e-05,2.448005394661834e-05,True,observe_and_move,
0.2,23,0.5,13,1.0471818264611963,1.0472071560712881,1.0471975511965976,1.0471975511965976,1.572473540134567e-05,2,2,4,2.0000584960221306,3.464077135083808,-2.9248011065297064e-05,1.2240026973087126e-05,True,observe_and_move,
0.2,23,0.5,14,1.0471896888209875,1.0472023536036583,1.0471975511965976,1.0471975511965976,7.862375610123706e-06,2,2,4,2.0000292480110646,3.464089375110782,-1.4624005532315465e-05,6.120013486210496e-06,True,observe_and_move,
0.2,23,0.5,15,1.0471936200068153,1.047199952392557,1.0471975511965976,1.0471975511965976,3.93118978236906e-06,2,2,4,2.0000146240055328,3.464095495124269,-7.312002766379777e-06,3.060006742661159e-06,True,observe_and_move,
0.2,23,0.5,16,1.047195585601212,1.0471987517926844,1.0471975511965976,1.0471975511965976,1.965595385566843e-06,2,2,4,2.0000073120027655,3.46409855513101,-3.6560013827457993e-06,1.5300033722187578e-06,True,observe_and_move,
0.2,23,0.5,17,1.0471965683987814,1.0471981514941682,1.0471975511965976,1.0471975511965976,9.827978162402218e-07,2,2,4,2.0000036560013834,3.464100085134384,-1.8280006917059666e-06,7.650016851101782e-07,True,observe_and_move,
0.2,23,0.5,18,1.0471970597976585,1.0471978513452647,1.0471975511965976,1.0471975511965976,4.913989390953333e-07,2,2,4,2.000001828000692,3.4641008501360684,-9.140003460750279e-07,3.825008429991783e-07,True,observe_and_move,
0.2,23,0.5,19,1.0471973054971204,1.0471977012709015,1.0471975511965976,1.0471975511965976,2.456994772082055e-07,2,2,4,2.0000009140003456,3.4641012326369114,-4.5700017281546934e-07,1.9125042149958915e-07,True,observe_and_move,
0.2,23,0.5,20,1.047197428346857,1.0471976262337421,1.0471975511965976,1.0471975511965976,1.228497406025042e-07,2,2,4,2.0000004570001733,3.464101423887332,-2.2850008662977928e-07,9.562521108286148e-08,True,observe_and_move,
0.2,23,0.5,21,1.0471974897717269,1.047197588715168,1.0471975511965976,1.0471975511965976,6.142487074534131e-08,2,2,4,2.0000002285000864,3.4641015195125426,-1.1425004320386734e-07,4.781260587449765e-08,True,observe_and_move,
0.2,23,0.5,22,1.0471975204841624,1.0471975699558824,1.0471975511965976,1.0471975511965976,3.071243526164835e-08,2,2,4,2.0000001142500423,3.4641015673251494,-5.712502115784446e-08,2.3906302493159615e-08,True,observe_and_move,
0.2,23,0.5,23,1.0471975358403798,1.04719756057624,1.0471975511965976,1.0471975511965976,1.535621785286878e-08,2,2,4,2.0000000571250225,3.464101591231452,-2.8562511245056044e-08,1.1953151135557505e-08,True,observe_and_move,
0.2,23,0.5,24,1.0471975435184888,1.0471975558864188,1.0471975511965976,1.0471975511965976,7.678108815412088e-09,2,2,4,2.000000028562511,3.464101603184604,0.0,0.0,False,stop_angle_threshold,
0.2,47,0.5,1,1.0586166730057913,1.074433207635972,1.0471975511965976,1.0471975511965976,0.02723565643937431,2,2,4,2.037387305291665,3.6238009724921425,-0.01869365264583256,-0.07984967867719406,True,observe_and_move,
0.2,47,0.5,2,1.0530171910146182,1.061018521438206,1.0471975511965976,1.0471975511965976,0.013820970241608332,2,2,4,2.0186936526458323,3.543951293814948,-0.009346826322916169,-0.039924839338596696,True,observe_and_move,
0.2,47,0.5,3,1.0501356705066802,1.0541596440289756,1.0471975511965976,1.0471975511965976,0.00696209283237792,2,2,4,2.009346826322916,3.5040264544763504,-0.004673413161458084,-0.019962419669298015,True,observe_and_move,
0.2,47,0.5,4,1.0486737862912507,1.0506916028978268,1.0471975511965976,1.0471975511965976,0.003494051701229184,2,2,4,2.004673413161458,3.4840640348070524,-0.002336706580728931,-0.009981209834649007,True,observe_and_move,
0.2,47,0.5,5,1.0479374753796293,1.0489478413208053,1.0471975511965976,1.0471975511965976,0.0017502901242076874,2,2,4,2.0023367065807296,3.474082824972404,-0.0011683532903647986,-0.004990604917324726,True,observe_and_move,
0.2,47,0.5,6,1.047567966556858,1.048073513948064,1.0471975511965976,1.0471975511965976,0.000875962751466286,2,2,4,2.0011683532903644,3.4690922200550784,-0.0005841766451821773,-0.00249530245866203,True,observe_and_move,
0.2,47,0.5,7,1.0473828723959504,1.0476357371974083,1.0471975511965976,1.0471975511965976,0.0004381860008106919,2,2,4,2.000584176645183,3.466596917596416,-0.0002920883225914217,-0.0012476512293309039,True,observe_and_move,
0.2,47,0.5,8,1.0472902402013853,1.0474166953786215,1.0471975511965976,1.0471975511965976,0.0002191441820238449,2,2,4,2.000292088322591,3.4653492663670855,-0.0001460441612954888,-0.000623825614665563,True,observe_and_move,
0.2,47,0.5,9,1.0472439028034355,1.0473071360861834,1.0471975511965976,1.0471975511965976,0.00010958488958578982,2,2,4,2.000146044161296,3.4647254407524195,-7.302208064796645e-05,-0.00031191280733255944,True,observe_and_move,
0.2,47,0.5,10,1.0472207287765236,1.04725234684143,1.0471975511965976,1.0471975511965976,5.4795644832461576e-05,2,2,4,2.0000730220806475,3.4644135279450863,-3.651104032376118e-05,-0.00015595640366594665,True,observe_and_move,
0.2,47,0.5,11,1.0472091404307369,1.0472249498190735,1.0471975511965976,1.0471975511965976,2.7398622475915957e-05,2,2,4,2.000036511040325,3.464257571541421,-1.82555201624357e-05,-7.797820183341742e-05,True,observe_and_move,
0.2,47,0.5,12,1.0472033459247176,1.0472112507078566,1.0471975511965976,1.0471975511965976,1.3699511258957742e-05,2,2,4,2.0000182555201618,3.4641795933395874,-9.127760080884784e-06,-3.898910091648666e-05,True,observe_and_move,
0.2,47,0.5,13,1.047200448588421,1.0472044010022332,1.0471975511965976,1.0471975511965976,6.8498056355892345e-06,2,2,4,2.0000091277600816,3.4641406042386715,-4.563880040775459e-06,-1.94945504585764e-05,True,observe_and_move,
0.2,47,0.5,14,1.0471989998994504,1.047200976111917,1.0471975511965976,1.0471975511965976,3.4249153193499637e-06,2,2,4,2.00000456388004,3.4641211096882123,-2.2819400200546625e-06,-9.747275228955132e-06,True,observe_and_move,
0.2,47,0.5,15,1.0471982755497593,1.0471992636573828,1.0471975511965976,1.0471975511965976,1.7124607851748408e-06,2,2,4,2.0000022819400196,3.4641113624129827,-1.1409700098052866e-06,-4.873637614144499e-06,True,observe_and_move,
0.2,47,0.5,16,1.0471979133736125,1.0471984074277716,1.0471975511965976,1.0471975511965976,8.562311739623851e-07,2,2,4,2.00000114097001,3.4641064887753696,-5.704850050136656e-07,-2.436818807627361e-06,True,observe_and_move,
0.2,47,0.5,17,1.0471977322852135,1.04719797931238,1.0471975511965976,1.0471975511965976,4.281157823804449e-07,2,2,4,2.000000570485005,3.4641040519565625,-2.852425025068328e-07,-1.2184094040357252e-06,True,observe_and_move,
0.2,47,0.5,18,1.0471976417409328,1.0471977652545377,1.0471975511965976,1.0471975511965976,2.1405794004003553e-07,2,2,4,2.0000002852425025,3.464102833547158,-1.426212512534164e-07,-6.09204701795818e-07,True,observe_and_move,
0.2,47,0.5,19,1.047197596468772,1.04719765822558,1.0471975511965976,1.0471975511965976,1.0702898234349334e-07,2,2,4,2.0000001426212513,3.4641022243424575,-7.13106256267082e-08,-3.046023515640428e-07,True,observe_and_move,
0.2,47,0.5,20,1.0471975738326864,1.0471976047110918,1.0471975511965976,1.0471975511965976,5.3514494169348836e-08,2,2,4,2.000000071310626,3.464101919740105,-3.5655312924376403e-08,-1.523011752269099e-07,True,observe_and_move,
0.2,47,0.5,21,1.0471975625146426,1.0471975779538456,1.0471975511965976,1.0471975511965976,2.6757247972852838e-08,2,2,4,2.0000000356553125,3.464101767438929,-1.7827656240143597e-08,-7.615058739141034e-08,True,observe_and_move,
0.2,47,0.5,22,1.0471975568556202,1.0471975645752218,1.0471975511965976,1.0471975511965976,1.3378624208471024e-08,2,2,4,2.0000000178276562,3.4641016912883416,-8.913828120071798e-09,-3.807529358468287e-08,True,observe_and_move,
